reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
905130cc-8532-4110-879e-c5de1109ebcd,Tim Beaton,https://play-lh.googleusercontent.com/a/AATXAJx8N5qQvBT0AEVBlZJdMsKKc0VdnFrP5FsXQWZz=mo,Great app and very user-friendly!,5,0,1.22.0,2022-06-16 16:11:42,,
dc02d9e9-f291-4cb6-8669-0343069af1b9,T Bolt NLN,https://play-lh.googleusercontent.com/a-/AOh14GgoYPvar0KXklIEM0rlAoccFh0T5hU0n9E6SBxhPo0,this telephone app is doing pretty good so far,5,0,1.22.0,2022-06-16 06:56:50,,
37d3d03c-59ef-4a68-b785-965cc1e4c8b6,Abi R,https://play-lh.googleusercontent.com/a/AATXAJxyz1a7kpUNq-PykGxyLa9VW5pD7_Wxi73-2KDS=mo,"As good a the website, doesn't work and pretty much says I don't exist in the system.",1,0,,2022-06-15 09:28:23,,
6df8a614-f3ae-4a62-ac47-b071f58cbe40,Terry Mathews,https://play-lh.googleusercontent.com/a-/AOh14GjOSRrWsXefKs9OH4ibDrYJBZn7mR5hx11C0Z21Tw,Everything you need is right at your fingertips where you can understand it I love working with the VA in the online service.,5,0,1.22.0,2022-06-14 16:52:58,,
f0df7254-ed99-4af9-a520-5f2a888f5a4d,William Grimes,https://play-lh.googleusercontent.com/a/AATXAJzHwEa4P-6ZsxnRDejeJKuTwD-JDWnEs4iQ9L2o=mo,Great way to message someone at the VA thank you all,5,0,1.22.0,2022-06-14 16:29:51,,
4e5ae144-3037-43c0-a85c-6ff64ac11b3a,T Risk,https://play-lh.googleusercontent.com/a/AATXAJyA3aYtJC6sO6tReln-MBFxBUhZimWTyR8dwxYy=mo,Totally worthless,1,0,1.22.0,2022-06-14 15:56:56,,
7bbc9176-cf00-42be-9ea7-94c5b1f069e0,Robin Prosser,https://play-lh.googleusercontent.com/a/AATXAJwk-Vvg-oSnCal-DBejpy2tsDxw9kdDphX3CTm6=mo,Very convenient tool,5,0,1.20.0,2022-06-14 14:10:55,,
97a8f83e-eb25-46d4-9878-ab80b285cb08,Ran Merrit,https://play-lh.googleusercontent.com/a/AATXAJx49WBZN1Hv5reqQhqkMe-Z1fbQkaPuIZkVPdUY=mo,slow when works which is rare,1,0,1.22.0,2022-06-13 13:25:24,,
100c9696-1343-4036-bfa8-a309f3a9bd45,Morgan Lange,https://play-lh.googleusercontent.com/a-/AOh14GixsCrt0Mf5cyCp4pYD6bhky1c9gsbs3BoxGtGTgw,It's nice to be able to just send my primary care or a specialist or whatever a message Instead of having to wait weeks to talk to them. Not that it did me any good when I had covid lol,4,0,1.22.0,2022-06-12 14:42:48,,
f12ddcf9-4e39-4221-8828-df5ba53b5cfe,Rob Clapp,https://play-lh.googleusercontent.com/a-/AOh14GiL_6ge_BfFrmifh8WG10pzc3wXH93-24_918RauQM,Great app from a great health care provider. VA is world class!,5,0,1.22.0,2022-06-11 07:33:46,,
241dc71c-3a99-4840-a0ed-4c7d6f399d1b,Alan Smith,https://play-lh.googleusercontent.com/a-/AOh14Giry3gZs2wzsJPMLAvyzKm5X59fQw42aXPyWGIA6w,Great App. and Very Easy To Use!,5,0,1.22.0,2022-06-10 07:05:45,,
6fdb75ef-a80d-446f-9537-041354295c29,Karen Cooper,https://play-lh.googleusercontent.com/a-/AOh14Ggugsdxx4dDn7IDuLYHWy_zzz4AHOVXzRNgIRqE9A,text box jumps to top on Pixel4. going back to online app.,3,0,1.22.0,2022-06-10 06:28:47,,
0b033cb6-1c85-4ca8-be7e-991db13f2e5c,James Scherck,https://play-lh.googleusercontent.com/a/AATXAJx1sckXGaPi6r8JTmjqnPs0q5Kuk3IU032zWQa7=mo,This hands down is the worst site I have EVER Used,1,0,1.22.0,2022-06-10 03:34:35,,
5c60c35c-3b2b-4724-973a-47e625925746,bil aylor,https://play-lh.googleusercontent.com/a-/AOh14GhZJfFhHtk6JpwfZjjAUXfuJs1URKkjWhHov6OJTD8,"always willing to listen and try to help, and generally successful at that.",5,0,1.21.0,2022-06-09 06:35:57,,
bc31746b-e571-4685-8854-ba108e4c204c,Kendrick Green,https://play-lh.googleusercontent.com/a-/AOh14Gg3SISomv43bep8Ub5mOCvuzHfGiuB7ptqSTeFpOhg,"This is a great way to check in on your VA profile, ratings, appointments, and pending issues, WHEN it wants to work.",4,0,1.21.0,2022-06-09 01:27:14,,
ee8ebad4-64f4-431f-a464-a04e3301d907,Barry Yeager,https://play-lh.googleusercontent.com/a/AATXAJzAXzW_oOMroImX75lUJhOViYrP2TS6Oh3Sn2oR=mo,much better than previous versions!,5,0,1.21.0,2022-06-08 20:37:41,,
1de451e3-20a8-45ab-a33f-d5a3a056c627,Shawn Geist,https://play-lh.googleusercontent.com/a-/AOh14GiJ6RRXEe7gN1dm0j59IJOh4HLrgm16-ewqlUuZTQ,perfect app,5,0,1.21.0,2022-06-08 09:38:07,,
c27aa85e-0aea-4637-9253-e5f89116bedf,Russ McKenzie,https://play-lh.googleusercontent.com/a/AATXAJy6RzVcc8NbIdDJr_6jzRh0rbxv-_7hdaGS7ZhF=mo,I was told to use this to get an awards letter. Got here and I don't see any way to request one. Seems like a pretty useless site.,1,0,,2022-06-07 17:39:20,,
2bfe5587-49b4-4d71-bda8-3dad1a1b888f,Robert Cannon,https://play-lh.googleusercontent.com/a/AATXAJzLcXLpV1uHH-iRq_ZePJjwFkxJHukzWZwJpb_Z=mo,It is really helpful to have VA information readily available in the VA App.,5,0,1.21.0,2022-06-07 15:03:30,,
56b22504-10cc-4f71-b2c4-248fa830ba70,Clinton Holmes,https://play-lh.googleusercontent.com/a-/AOh14GgsHp-lTjv6I-8kfrmUSI_SUargMg0ZVPpa3TU,This app sucks it never works and always Freezes.,1,0,1.21.0,2022-06-07 13:46:38,,
e898876e-2a30-4878-b86c-c578e8d883f1,Larry Bulmahn,https://play-lh.googleusercontent.com/a-/AOh14GhSHS8wnS0Mb-lDAgis99OJyBzqnkWjZQxNfOsA,Why can I not review and order my medications on this app?,1,0,1.21.0,2022-06-07 13:28:12,,
9a6c49db-d14b-428e-b9a5-c6a90171b508,Arnold Feaster,https://play-lh.googleusercontent.com/a-/AOh14GiucTWgLdA6HZBOYcWfdiefmNtZuw0-eqswJR9V,Good features,4,0,1.20.0,2022-06-07 09:10:35,,
c59d3754-8e23-4c47-b2c8-b34bd085d3ad,Zack F,https://play-lh.googleusercontent.com/a-/AOh14GhFqqFandkmVufYHGjcPijv1_OD0TZ7vE4B4gRkSo4,Did the VA actually finally make something that works?,5,0,1.21.0,2022-06-07 08:05:21,,
d418077a-3733-4c79-afd7-ed73b48f88a6,Robert Murray,https://play-lh.googleusercontent.com/a-/AOh14GjICdf1yh0m24ui5XyqfDk0ycdpL2n98SuEILwkxQ,I love this app.,5,0,1.20.0,2022-06-07 04:49:23,,
7565c145-18e5-4442-b846-1efa81d6b330,Liz F,https://play-lh.googleusercontent.com/a-/AOh14GgjlET33z1uRBbG7nDUcVJ4ME0PS-khByo2fxGzrQ,"So glad the VA created this app! It's easy to keep track of all my appointments, and the secure messaging is handy to send messages to my doctors. Everything is clearly labeled which makes navigation smooth.",5,0,1.21.0,2022-06-06 20:04:58,,
4ba3857d-4f95-4333-9626-5b3d4d6b6dde,Jonathan Torres,https://play-lh.googleusercontent.com/a/AATXAJxMgOdHYYUX9jZcQrxk43TBgPrr6aYOmNP0Ar9q=mo,so far so good,3,0,1.20.0,2022-06-06 16:41:00,,
a5489aee-20cd-460b-a807-0a9ad72d4dac,Christian Munoz,https://play-lh.googleusercontent.com/a-/AOh14GhzArY3pn4NQsggFwz6SGhxcEsxmVRkWY-4xeR1QQ,"I don't know what people are complaining for. haven't had a perform, easier than going in to the website",5,0,1.21.0,2022-06-06 06:35:42,,
acf9a8e6-cc83-4766-840d-c932dec61ed3,Jim Odell,https://play-lh.googleusercontent.com/a-/AOh14Gjo4rm1dluziHwg508XvRNfLRQMRfdZaadJQE5v,awesome,5,0,1.21.0,2022-06-06 05:14:49,,
89e70682-a60b-41bb-af9f-780a7000cf50,Tim Schmoyer,https://play-lh.googleusercontent.com/a-/AOh14GjM6-3b7-h4ie8YnqjMkoQNDUpUFa4LV-rNT9uxiw,"Impressed with the investment and improvement VA has made with mobile apps and online services, keep going!",5,0,1.21.0,2022-06-05 14:08:24,,
91dbdb9c-2550-4a6d-a166-cedc2f7159bc,James Strack,https://play-lh.googleusercontent.com/a/AATXAJwegmbMoV1RmzCfWM0yVJ-eS1gw3sEzGSpYapLH=mo,"Love it, makes life easier",5,0,1.21.0,2022-06-04 09:53:34,,
390307d1-0c5c-40e9-8237-f49d6466c73e,Valmar187,https://play-lh.googleusercontent.com/a-/AOh14Gi9f8l33M8hPprha2bZDVpDAb-MkYPoelR_-wQQ,the app is trash just like the department and the government.,1,0,1.21.0,2022-06-03 19:59:54,,
0838c209-bb40-4e4a-8d8f-e9a7c5380322,Tessa Nilsen,https://play-lh.googleusercontent.com/a-/AOh14GhG3QEae2cnuOqYx8DWYF8gEoXQcj_Tj0CsEiK9pA,So far I've only used it to follow the status of an existing claim. Every time the VA requested something from me the date would update but didn't go into detail. I had to login with my computer to see and expand the drop down menu so I could see what they were requesting and why my claim status updated. You only have so much time to submit the documentation before they close the request. Had I not been familiar with the VA I might have trusted the app and been SOL.,1,0,,2022-06-03 15:08:04,,
8915b247-a539-4523-a9ff-8e17c88966c7,Jerry Rasmussen,https://play-lh.googleusercontent.com/a/AATXAJw9rx0EM43A5GLlFu3pWTge-36-CEDJzMFXIMbZ=mo,Looks like some of the permissions have been updated and revised to to be less intrusive aas far as I can tell the App no longer requires access to view or modify your contacts. Upgrading from 1 star to 3 based on that. Im going to continue to evaluate the App and revise my review in a few weeks. Good Job Developers on the revised and less intrusive permission reqhirements.,3,6,1.21.0,2022-06-02 11:09:55,"Hi! The login experience is weird, I know. But it's just a VA app reading your VA data. We are working on making that clearer. Sorry it's confusing, and thank you for reaching out.",2021-12-14 17:29:46
4656eb5c-7557-4e1c-b777-0cd1e749d4ab,Earl Beasley,https://play-lh.googleusercontent.com/a-/AOh14Gh2NLzhb9QB9kCzS3CTs5IcGSMb7vFRSGXnNWDQhg,absolutely terrible service and care for the veterans rude people wait for months for appointments,1,0,1.21.0,2022-06-02 10:58:01,,
36779d98-e047-4aad-a64f-51948576d311,George Monahan,https://play-lh.googleusercontent.com/a-/AOh14GjECXqFhOdiYiqZZs4vZQZiUt6kGCObtxU23R1h,very helpful and fast,5,0,1.21.0,2022-06-02 10:04:30,,
105305cd-3d5c-46b1-8ec9-0c350d8dc547,Bill Hohsfield,https://play-lh.googleusercontent.com/a-/AOh14Gj5CJ0np60SHApRoaKb-VzgSWmWalCe4w3c9S880_E,All I can say is... good luck with this.... broken system of communication.,1,0,1.21.0,2022-06-02 07:13:44,,
7160f5b7-8311-443f-8d2b-1e5fb2cede8c,lyndal duncan,https://play-lh.googleusercontent.com/a-/AOh14GhjAK8BfTx3VKkf2G52jkP41BzUrClfc1qv88WmbOw,it's simplified more detailed where you can find what you want,5,0,1.21.0,2022-06-02 01:12:13,,
2d1fcab8-1163-485d-9483-104e1c6bc72a,Treva Linder,https://play-lh.googleusercontent.com/a/AATXAJzEV0TnELlIwACmaXzK-SkoP8k7HaqfwDjcSu-U=mo,the app is slow. it doesn't show all information.,3,0,1.21.0,2022-06-01 19:01:10,,
4db3bbdb-6a77-45fd-856f-5f2caf9ce5de,Michael Nelson,https://play-lh.googleusercontent.com/a-/AOh14GgcMc6qlZJxKfoxE3uE9JuUV1xzQsw97pEDjWBp,not compatible with a laptop,2,0,1.21.0,2022-06-01 16:32:28,,
dc522828-0afb-4644-8b9b-108455a49afd,Tim Lewis,https://play-lh.googleusercontent.com/a-/AOh14Gi7X4_EYyNvah0eAuU-PcT-o2deKnLPOuFwA5Cw,"Some of the best Nurses and Doctors that I've ever dealt with! Knowledgeable, professional, and caring.",5,0,1.21.0,2022-06-01 09:22:12,,
40968cdb-5bac-4a95-9c6b-a1ccee216a45,Justin Damron,https://play-lh.googleusercontent.com/a-/AOh14Gg-E3wnhCzbRgbK6Y4HnsgGjUfUH3MYfmf-sg6OcA,"pretty good app, just could use some tweaks",4,0,1.19.0,2022-06-01 06:09:44,,
e1b88c36-d800-4075-93d7-9d5718f8a2e9,Bonnielee Mikula,https://play-lh.googleusercontent.com/a-/AOh14GjPkw-RQ5dQmze9_AEkVwI268DbrgSYOMIAumMQRg,Vert easy to install and use. I like this app!,5,0,1.21.0,2022-06-01 05:18:54,,
41ce1e06-211e-4b1c-80d4-cea203044bf6,john kirkland,https://play-lh.googleusercontent.com/a/AATXAJwwD1eFeowun3tb1GyDN7l2oeKgvhjX_4J2JlYX=mo,Great APP but my fingerprint login stopped working. When I could use the fingerprint to login it made things a lot easier. I hope this feature wasn't removed the last update.,4,0,1.21.0,2022-05-31 13:34:10,,
239c92c3-3051-4830-8465-c8a5a8320c3f,Mike Passeri,https://play-lh.googleusercontent.com/a-/AOh14GgDCnkvznGUrsWL3fyyfZCQ0HdISDsF1v869-Hr,wonderful resource,5,0,1.21.0,2022-05-31 10:51:48,,
fe9bcde8-0ec0-4483-aa16-b51d31296940,Richard C,https://play-lh.googleusercontent.com/a-/AOh14GjJgeUQPEcWpOShpWYSbEgYgd7A065pEdS0rfR4tg,just the absolute basics,2,0,1.21.0,2022-05-31 10:36:24,,
