"sentence_id"	"post_id"	"conversation_id"	"disease_id"	"text"
"340647944"	"HIF2016_DIS02_CONV19_POST338"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Hi, Iam 34years old & my sonography says Solid cystic complex cyst noted in 6 o' clock position in retroareolar region in left breast measuring 19*18mm & left axillary lymphadenopathy."
"34064794411"	"HIF2016_DIS02_CONV19_POST338"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"what does it means ?"
"1945794015"	"HIF2016_DIS02_CONV19_POST338"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"doctor advised to go for FNAC for further evaluation but i didnt get it done so far coz i'am scared with needles,"
"2231231231"	"HIF2016_DIS02_CONV19_POST338"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"is anything serious please tell me i'am very much worried ."
"1353358715"	"HIF2016_DIS02_CONV19_POST338"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"thanks."
"651514332"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Hi, Breast cysts can be classified as either simple or complex."
"1308334390"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Simple Cysts (fluid filled sacs) have virtually no chance of containing malignancy; they do not need to be aspirated unless they are too large and causing discomfort."
"1700511941"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"However a complex cyst is more concerning because it will on occasion be an intracystic cancer."
"1448128037"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"These type of cysts are also fluid filled sacs but contain a good percentage of solid elements, like old blood or debris."
"1046850526"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Usually complex cysts are aspirated and the cells examined under the microscope to better evaluate their nature and to rule out cancer."
"2108873182"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"A fine needle aspiration is a simple procedure and you shouldn't be scared because the site to be biopsied will be numbed with a local anesthetic."
"1061058322"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Please take my advice and call your Doctor to reschedule the FNA biopsy ASAP so you can have peace of mind."
"1159907466"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Believe me, knowing what's going on is much better than not knowing and worrying about it needlessly."
"1773141681"	"HIF2016_DIS02_CONV19_POST339"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Best wishes.."
"6515143322"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Hi, Breast cysts can be classified as either simple or complex."
"13083343902"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Simple Cysts (fluid filled sacs) have virtually no chance of containing malignancy; they do not need to be aspirated unless they are too large and causing discomfort."
"17005119412"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"However a complex cyst is more concerning because it will on occasion be an intracystic cancer."
"14481280372"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"These type of cysts are also fluid filled sacs but contain a good percentage of solid elements, like old blood or debris."
"10468505262"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Usually complex cysts are aspirated and the cells examined under the microscope to better evaluate their nature and to rule out cancer."
"21088731822"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"A fine needle aspiration is a simple procedure and you shouldn't be scared because the site to be biopsied will be numbed with a local anesthetic."
"10610583222"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Please take my advice and call your Doctor to reschedule the FNA biopsy ASAP so you can have peace of mind."
"11599074662"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Believe me, knowing what's going on is much better than not knowing and worrying about it needlessly."
"17731416812"	"HIF2016_DIS02_CONV19_POST340"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Best wishes.."
"1057061945"	"HIF2016_DIS02_CONV19_POST341"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Thank you so much......you are an Angel."
"279739984"	"HIF2016_DIS02_CONV19_POST342"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"i'm scared but will try my best for FNAC.....thanks again."
"1958330316"	"HIF2016_DIS02_CONV19_POST343"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"You are welcome!"
"416595132"	"HIF2016_DIS02_CONV19_POST343"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Good for you!"
"324941305"	"HIF2016_DIS02_CONV19_POST343"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"That's a very wise decision!"
"1970719680"	"HIF2016_DIS02_CONV19_POST343"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Hoping that you'll have nothing to worry about."
"6941845"	"HIF2016_DIS02_CONV19_POST343"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	":) Take care..."
"385968463"	"HIF2016_DIS02_CONV19_POST344"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"Hi, i didn't do FNAC still coz as i told u em scared of needles.... nw i don't feel any lump & pain is it still must for fnac???"
"1098843351"	"HIF2016_DIS02_CONV19_POST344"	"HIF2016_DIS02_CONV19"	"HIF2016_DIS02"	"pls lemme know as em very much worried..."
